类型,名称,仙草,毒草,链接,,,,,,,,
玄幻,《谁与争锋》（校对版全本）作者：南朝陈,36,5,http://www.zxcs.me/post/4398,,,,,,,,
玄幻,《零魂师》（校对版全本）作者：哦雷哇刚大木哒,30,20,http://www.zxcs.me/post/4394,,,,,,,,
玄幻,《格斗狂想》（校对版全本）作者：铅笔刀,38,8,http://www.zxcs.me/post/4389,,,,,,,,
玄幻,《我姐姐叫妲己》（校对版全本）作者：龙无忧【断更】,69,18,http://www.zxcs.me/post/4374,,,,,,,,
玄幻,《异界至尊战神》（校对版全本）作者：独孤小杜,49,15,http://www.zxcs.me/post/4358,,,,,,,,
玄幻,《兵皇》（校对版全本）作者：夜行月,23,9,http://www.zxcs.me/post/4357,,,,,,,,
玄幻,《唐门宗师异世纵横》（校对版全本）作者：白雪衣冠,20,15,http://www.zxcs.me/post/4356,,,,,,,,
玄幻,《不灭元神》（校对版全本）作者：百世经纶,47,23,http://www.zxcs.me/post/4355,,,,,,,,
玄幻,《气动乾坤》（校对版全本）作者：抽刀鱼,25,16,http://www.zxcs.me/post/4346,,,,,,,,
玄幻,《锐气风暴》（校对版全本）作者：天蝉羽衣,19,8,http://www.zxcs.me/post/4312,,,,,,,,
玄幻,《哈利波特与食死徒之子》（校对版全本）作者：云锁潇湘,72,41,http://www.zxcs.me/post/4308,,,,,,,,
玄幻,《召唤神兵》（校对版全本）作者：夏日易冷,45,14,http://www.zxcs.me/post/4307,,,,,,,,
玄幻,《至尊丹王》（校对版全本）作者：真庸,24,12,http://www.zxcs.me/post/4306,,,,,,,,
玄幻,《异世武巅》（校对版全本）作者：雨暮浮屠,52,10,http://www.zxcs.me/post/4298,,,,,,,,
玄幻,《鬼神无双》（校对版全本）作者：流浪的蛤蟆,71,21,http://www.zxcs.me/post/4297,,,,,,,,
玄幻,《冥兽师》（校对版全本）作者：东方冥,29,5,http://www.zxcs.me/post/4296,,,,,,,,
玄幻,《黑权杖》（校对版全本）作者：死翼耐萨里奥,86,11,http://www.zxcs.me/post/4294,,,,,,,,
玄幻,《神眼小法师》（校对版全本）作者：猫丸(鱼丸),26,8,http://www.zxcs.me/post/4275,,,,,,,,
玄幻,《店小二传奇》（校对版全本）作者：天边的彩虹,31,24,http://www.zxcs.me/post/4270,,,,,,,,
玄幻,《神武八荒》（校对版全本）作者：一颗,27,20,http://www.zxcs.me/post/4265,,,,,,,,
玄幻,《幻灵》（校对版全本）作者：七月寒风,19,15,http://www.zxcs.me/post/4262,,,,,,,,
玄幻,《百鬼夜行宴》（校对版全本）作者：狂笑的菠萝,42,12,http://www.zxcs.me/post/4249,,,,,,,,
玄幻,《武极巅峰》（校对版全本）作者：雨辰宇,57,18,http://www.zxcs.me/post/4240,,,,,,,,
玄幻,《剑装》（校对版全本）作者：十二翼黑暗炽天使,81,18,http://www.zxcs.me/post/4237,,,,,,,,
玄幻,《横扫异界之无敌天尊》（校对版全本）作者：xiao少爷,40,17,http://www.zxcs.me/post/4236,,,,,,,,
玄幻,《炼狱法则》（校对版全本）作者：鱼丸,39,4,http://www.zxcs.me/post/4235,,,,,,,,
玄幻,《烽火游侠录》（校对版全本）作者：辰源,17,8,http://www.zxcs.me/post/4233,,,,,,,,
玄幻,《武道丹尊》（校对版全本）作者：暗魔师,43,10,http://www.zxcs.me/post/4231,,,,,,,,
玄幻,《亡灵持政》（校对版全本）作者：九鱼,159,15,http://www.zxcs.me/post/4229,,,,,,,,
玄幻,《疯狂军火王》（校对版全本）作者：向往,23,10,http://www.zxcs.me/post/4221,,,,,,,,
玄幻,《异世之风流大法师》（校对版全本）作者：天堂不寂寞,477,62,http://www.zxcs.me/post/4218,,,,,,,,
玄幻,《召唤大领主》（校对版全本）作者：善水,102,26,http://www.zxcs.me/post/4217,,,,,,,,
玄幻,《雷痕》（校对版全本）作者：高森,20,7,http://www.zxcs.me/post/4216,,,,,,,,
玄幻,《热闹喧嚣的彪悍人生》（校对版全本）作者：楚白,78,16,http://www.zxcs.me/post/4213,,,,,,,,
玄幻,《狂众》（校对版全本）作者：巴比伦的天空花园(幻灭之风),30,9,http://www.zxcs.me/post/4198,,,,,,,,
玄幻,《叛妖》（校对版全本）作者：非R,18,11,http://www.zxcs.me/post/4197,,,,,,,,
玄幻,《异界代码》（校对版全本）作者：五月深红,32,16,http://www.zxcs.me/post/4193,,,,,,,,
玄幻,《嘲讽》（精校版全本）作者：奥比椰,45,17,http://www.zxcs.me/post/4187,,,,,,,,
玄幻,《长生界》（校对版全本）作者：辰东,494,50,http://www.zxcs.me/post/4184,,,,,,,,
玄幻,《王牌小人物》（校对版全本）作者：善水,28,9,http://www.zxcs.me/post/4182,,,,,,,,
玄幻,《图腾》（校对版全本）作者：油炸包子,32,6,http://www.zxcs.me/post/4174,,,,,,,,
玄幻,《天剑》（校对版全本）作者：花明月,19,14,http://www.zxcs.me/post/4163,,,,,,,,
玄幻,《神脉无敌》（校对版全本）作者：灵隐狐,27,12,http://www.zxcs.me/post/4159,,,,,,,,
玄幻,《异界之无耻师尊》（校对版全本）作者：四眼秀才,45,25,http://www.zxcs.me/post/6131,,,,,,,,
玄幻,《逆天武神》（校对版全本）作者：恶狼闯说,23,6,http://www.zxcs.me/post/8622,,,,,,,,
玄幻,《技术宅的异域人生》（校对版全本）作者：赵延年,54,12,http://www.zxcs.me/post/4147,,,,,,,,
玄幻,《小小魔王》（校对版全本）作者：肥面包,105,9,http://www.zxcs.me/post/4140,,,,,,,,
玄幻,《云剑邪刀》（校对版全本）作者：消逝的天空,18,8,http://www.zxcs.me/post/4129,,,,,,,,
玄幻,《异世灵武天下》（校对版全本）作者：禹枫,207,56,http://www.zxcs.me/post/4127,,,,,,,,
玄幻,《斗气通玄》（校对版全本）作者：养吾剑,19,12,http://www.zxcs.me/post/4122,,,,,,,,
玄幻,《医冠禽兽》（校对版全本）作者：石章鱼,55,16,http://www.zxcs.me/post/4121,,,,,,,,
玄幻,《极牛鬼才在异界》（校对版全本）作者：耗子欺负猫,125,19,http://www.zxcs.me/post/4115,,,,,,,,
玄幻,《不朽战王》（校对版全本）作者：红黑路德,18,5,http://www.zxcs.me/post/4107,,,,,,,,
玄幻,《异世霸天录》（校对版全文）作者：邪情傲月,16,7,http://www.zxcs.me/post/4105,,,,,,,,
玄幻,《刚拳》（校对版全本）作者：高森,27,4,http://www.zxcs.me/post/4098,,,,,,,,
玄幻,《六道天魔》（校对版全本）作者：我自我自在,28,17,http://www.zxcs.me/post/4087,,,,,,,,
玄幻,《冰火破坏神》（校对版全本）作者：无罪,94,18,http://www.zxcs.me/post/4135,,,,,,,,
玄幻,《鬼卜阴阳》（校对版全本）作者：狂乱的沙弥,16,10,http://www.zxcs.me/post/4080,,,,,,,,
玄幻,《魔法世纪》（校对版全本）作者：zhttty,65,9,http://www.zxcs.me/post/4077,,,,,,,,
玄幻,《荣耀魔徒》（校对版全本）作者：油炸包子,35,11,http://www.zxcs.me/post/4075,,,,,,,,
玄幻,《武道冰尊》（校对版全本）作者：士道,27,14,http://www.zxcs.me/post/8559,,,,,,,,
玄幻,《武碎虚空》（校对版全本）作者：油炸包子,45,11,http://www.zxcs.me/post/4070,,,,,,,,
玄幻,《我的老婆亚瑟王》（校对版全本）作者：MyKingsKnight,150,51,http://www.zxcs.me/post/4068,,,,,,,,
玄幻,《爱丽丝公主的日记》（校对版全本）作者：凝视黑暗,57,15,http://www.zxcs.me/post/4065,,,,,,,,
玄幻,《通天之路》（校对版全本）作者：无罪,347,37,http://www.zxcs.me/post/4058,,,,,,,,
玄幻,《天神禁条》（校对版全本）作者：无来,96,18,http://www.zxcs.me/post/3920,,,,,,,,
玄幻,《最唐门》（校对版全本）作者：王袍,32,5,http://www.zxcs.me/post/3895,,,,,,,,
玄幻,《横刀立马》（校对版全本）作者：任怨,44,9,http://www.zxcs.me/post/3892,,,,,,,,
玄幻,《狩猎在地球末日》（校对版全本）作者：思夕,25,11,http://www.zxcs.me/post/3890,,,,,,,,
玄幻,《绯色沉沦》（校对版全本）作者：水晶小狼,77,11,http://www.zxcs.me/post/3886,,,,,,,,
玄幻,《剑动九天》（校对版全本）作者：孤单地飞,87,25,http://www.zxcs.me/post/3883,,,,,,,,
玄幻,《吞噬苍穹》（校对版全本）作者：虾米XL,144,44,http://www.zxcs.me/post/3881,,,,,,,,
玄幻,《召唤万岁》（校对版全本）作者：霞飞双颊,582,70,http://www.zxcs.me/post/3877,,,,,,,,
玄幻,《异世之小小法师》（校对版全本）作者：莫默,44,6,http://www.zxcs.me/post/3862,,,,,,,,
玄幻,《药王》（校对版全本）作者：英年早肥,18,11,http://www.zxcs.me/post/3861,,,,,,,,
玄幻,《傲世九重天》（精校版全本）作者：风凌天下,561,107,http://www.zxcs.me/post/3859,,,,,,,,
玄幻,《巫妖王庭》（校对版全本）作者：高坡,32,3,http://www.zxcs.me/post/3855,,,,,,,,
玄幻,《最散仙》（校对版全本）作者：九哼,50,10,http://www.zxcs.me/post/3850,,,,,,,,
玄幻,《暴力召唤师》（校对版全本）作者：马上将军,41,24,http://www.zxcs.me/post/3848,,,,,,,,
玄幻,《堕落血天使》（校对版全本）作者：天龙怒吟,40,17,http://www.zxcs.me/post/3845,,,,,,,,
玄幻,《钢之魔法师》（校对版全本）作者：鱼丸,39,11,http://www.zxcs.me/post/3842,,,,,,,,
玄幻,《吞噬神徒》（校对版全本）作者：油炸包子,21,10,http://www.zxcs.me/post/3840,,,,,,,,
玄幻,《召唤千军》（校对版全本）作者：高森,94,15,http://www.zxcs.me/post/3836,,,,,,,,
玄幻,《史上第一妖》（校对版全本）作者：水善,62,17,http://www.zxcs.me/post/3831,,,,,,,,
玄幻,《悟空传》（校对版全本）作者：今何在,354,36,http://www.zxcs.me/post/3829,,,,,,,,
玄幻,《超级骷髅兵》（校对版全本）作者：情终流水,116,5,http://www.zxcs.me/post/3827,,,,,,,,
玄幻,《罗罗娜的异世之旅》（校对版全本）作者：牛B且带闪电的小黑,68,15,http://www.zxcs.me/post/3825,,,,,,,,
玄幻,《兽血沸腾》（校对版全本）作者：静官,493,49,http://www.zxcs.me/post/3819,,,,,,,,
玄幻,《异世丹厨》（校对版全本）作者：罗败家子,19,10,http://www.zxcs.me/post/3815,,,,,,,,
玄幻,《邪少药王》（校对版全本）作者：胜己,88,16,http://www.zxcs.me/post/3814,,,,,,,,
玄幻,《龙舞九天》（校对版全本）作者：傲无常,39,3,http://www.zxcs.me/post/3813,,,,,,,,
玄幻,《立道庭》（校对版全本）作者：猛虎道长(西门飞雪),65,8,http://www.zxcs.me/post/3791,,,,,,,,
玄幻,《天尊重生》（校对版全本）作者：神见,44,12,http://www.zxcs.me/post/3788,,,,,,,,
玄幻,《苍天霸血》（校对版全本）作者：苍天白鹤,52,4,http://www.zxcs.me/post/3775,,,,,,,,
玄幻,《不死冥神》（校对版全本）作者：霞飞双颊,46,10,http://www.zxcs.me/post/3774,,,,,,,,
玄幻,《异世之富甲天下》（校对版全本）作者：小楼暮霭,36,14,http://www.zxcs.me/post/3773,,,,,,,,
玄幻,《武神无敌》（校对版全本）作者：秣陵别雪,25,5,http://www.zxcs.me/post/3772,,,,,,,,
玄幻,《无上龙印》（校对版全本）作者：天堂不寂寞,55,14,http://www.zxcs.me/post/3771,,,,,,,,
玄幻,《天地龙魂》（校对版全本）作者：高楼大厦,33,6,http://www.zxcs.me/post/3762,,,,,,,,
玄幻,《魔瞳修罗》（校对版全本）作者：枯玄,19,12,http://www.zxcs.me/post/8815,,,,,,,,
玄幻,《神兵天子》（校对版全本）作者：十二龙骑,43,7,http://www.zxcs.me/post/3744,,,,,,,,
玄幻,《无上神通》（校对版全本）作者：傲天无痕,37,29,http://www.zxcs.me/post/3742,,,,,,,,
玄幻,《奥比岛》（校对版全本）作者：奥比椰,51,19,http://www.zxcs.me/post/3717,,,,,,,,
玄幻,《器语兵魂》（校对版全本）作者：墨水平,17,4,http://www.zxcs.me/post/3716,,,,,,,,
玄幻,《逆天升级》（校对版全本）作者：野白菜,48,13,http://www.zxcs.me/post/3711,,,,,,,,
玄幻,《异界圣骑士》（校对版全本）作者：冷石,58,26,http://www.zxcs.me/post/3710,,,,,,,,
玄幻,《圣衣时代》（校对版全本）作者：笨太子,29,11,http://www.zxcs.me/post/3708,,,,,,,,
玄幻,《上古强身术(美女图)》（校对版全本）作者：我是多余人,177,37,http://www.zxcs.me/post/3691,,,,,,,,
玄幻,《兽魂无双》（校对版全本）作者：夜色访者,18,7,http://www.zxcs.me/post/3682,,,,,,,,
玄幻,《重生亡灵天下》（校对版全本）作者：笨太子,23,14,http://www.zxcs.me/post/3681,,,,,,,,
玄幻,《至尊龙图腾》（校对版全本）作者：娶猫的老鼠,22,9,http://www.zxcs.me/post/3676,,,,,,,,
玄幻,《太虚幻境》（校对版全本）作者：纳兰容若,31,13,http://www.zxcs.me/post/3670,,,,,,,,
玄幻,《武傲重生》（校对版全本）作者：盛唐刺客,23,7,http://www.zxcs.me/post/3668,,,,,,,,
玄幻,《气破星河》（校对版全本）作者：陈辉,21,11,http://www.zxcs.me/post/3667,,,,,,,,
玄幻,《魔法元首李维(和女精灵的地球生活)》（校对版全本）作者：李家成功,62,12,http://www.zxcs.me/post/3664,,,,,,,,
玄幻,《魔界的女婿》（校对版全本）作者：点精灵,403,34,http://www.zxcs.me/post/3661,,,,,,,,
玄幻,《异界之极品奶爸》（校对版全本）作者：圣骑士的传说,145,13,http://www.zxcs.me/post/3659,,,,,,,,
玄幻,《傲视天地》（校对版全本）作者：高铁,21,5,http://www.zxcs.me/post/3658,,,,,,,,
玄幻,《候补圣女》（校对版全本）作者：月下小羊,54,36,http://www.zxcs.me/post/3656,,,,,,,,
玄幻,《不死冥王》（校对版全本）作者：云天空,130,11,http://www.zxcs.me/post/3653,,,,,,,,
玄幻,《璀璨者弓勒姆》（校对版全本）作者：竹上猪猪,70,10,http://www.zxcs.me/post/3650,,,,,,,,
玄幻,《重生之完美姐夫》（校对版全本）作者：红嘴雀,59,10,http://www.zxcs.me/post/3649,,,,,,,,
玄幻,《吸血鬼就是吸血鬼》（校对版全本）作者：诶呦喂,70,10,http://www.zxcs.me/post/3647,,,,,,,,
玄幻,《武王》（校对版全本）作者：独悠,32,13,http://www.zxcs.me/post/3644,,,,,,,,
玄幻,《刀魂》（校对版全本）作者：晴空无限,25,8,http://www.zxcs.me/post/3641,,,,,,,,
玄幻,《神魂变》（校对版全本）作者：三拳小子,24,9,http://www.zxcs.me/post/3632,,,,,,,,
玄幻,《极品大教皇》（校对版全本）作者： 重新飞起来,46,6,http://www.zxcs.me/post/3620,,,,,,,,
玄幻,《我的美女公爵老婆》（校对版全本）作者：小魔法师,25,14,http://www.zxcs.me/post/3619,,,,,,,,
玄幻,《云氏传奇》（校对版全本）作者：幽语,19,4,http://www.zxcs.me/post/3611,,,,,,,,
玄幻,《我爱女皇》（校对版全本）作者：吴笔,25,14,http://www.zxcs.me/post/3610,,,,,,,,
玄幻,《武装风暴》（校对版全本）作者：骷髅精灵,172,19,http://www.zxcs.me/post/3609,,,,,,,,
玄幻,《魔兽领主》（校对版全本）作者：高坡,247,27,http://www.zxcs.me/post/3600,,,,,,,,
玄幻,《唯我巅峰》（校对版全本）作者：雾外江山,45,6,http://www.zxcs.me/post/3598,,,,,,,,
玄幻,《星际驱魔师》（校对版全本）作者：末羽,49,13,http://www.zxcs.me/post/3593,,,,,,,,
玄幻,《惟武独尊》（校对版全本）作者：黯然销魂,16,10,http://www.zxcs.me/post/3584,,,,,,,,
玄幻,《崩坏世界的传奇大冒险》（精校版全本）作者：国王陛下,248,34,http://www.zxcs.me/post/3591,,,,,,,,
玄幻,《罪恶之城》（校对版全本）作者：烟雨江南,824,77,http://www.zxcs.me/post/3581,,,,,,,,
玄幻,《将夜》（校对版全本）作者：猫腻,1284,129,http://www.zxcs.me/post/3576,,,,,,,,
玄幻,《异世之虫族无敌》（校对版全本）作者：资产暴增,155,20,http://www.zxcs.me/post/3575,,,,,,,,
玄幻,《游方道士》（校对版全本）作者：小小小柠檬,26,14,http://www.zxcs.me/post/3573,,,,,,,,
玄幻,《神之血裔》（校对版全本）作者：更俗,32,11,http://www.zxcs.me/post/3554,,,,,,,,
玄幻,《逆修武帝》（校对版全本）作者：鱼之逆鳞,22,4,http://www.zxcs.me/post/3530,,,,,,,,
玄幻,《无敌升级》（校对版全本）作者：五花牛,45,22,http://www.zxcs.me/post/3520,,,,,,,,
玄幻,《仙之雇佣军》（校对版全本）作者：写字板,85,11,http://www.zxcs.me/post/3519,,,,,,,,
玄幻,《星际士兵异界游》（校对版全本）作者：暗魔师,22,17,http://www.zxcs.me/post/3515,,,,,,,,
玄幻,《佐加明王》（校对版全本）作者：左加明王,33,12,http://www.zxcs.me/post/3504,,,,,,,,
玄幻,《终焉的骑士》（校对版全本）作者：西贝猫,254,19,http://www.zxcs.me/post/3502,,,,,,,,
玄幻,《剑傲九天》（校对版全本）作者：夜色访者,32,10,http://www.zxcs.me/post/3494,,,,,,,,
玄幻,《异世之王者无双》（校对版全本）作者：蓝领笑笑生,55,6,http://www.zxcs.me/post/3491,,,,,,,,
玄幻,《诛剑》（校对版全本）作者：打酒,16,15,http://www.zxcs.me/post/3487,,,,,,,,
玄幻,《穿越时空的蝴蝶》（校对版全本）作者：老老王,160,18,http://www.zxcs.me/post/3482,,,,,,,,
玄幻,《异世魔皇》（校对版全本）作者：天堂不寂寞,102,25,http://www.zxcs.me/post/3480,,,,,,,,
玄幻,《龙骸》（校对版全本）作者：死翼耐萨里奥,70,12,http://www.zxcs.me/post/3479,,,,,,,,
玄幻,《夺舍》（校对版全本）作者：木牛流猫,37,13,http://www.zxcs.me/post/3477,,,,,,,,
玄幻,《比蒙传奇》（校对版全本）作者：写字板,121,20,http://www.zxcs.me/post/3468,,,,,,,,
玄幻,《传说中诸神的传说》（校对版全本）作者：伯伦西尔,28,12,http://www.zxcs.me/post/3465,,,,,,,,
玄幻,《召唤美女军团》（校对版全本）作者：写字板,62,25,http://www.zxcs.me/post/3463,,,,,,,,
玄幻,《魔王神官II》（校对版全本）作者：肥面包,225,16,http://www.zxcs.me/post/3462,,,,,,,,
玄幻,《逆战苍穹》（校对版全本）作者：虎眸,40,11,http://www.zxcs.me/post/3457,,,,,,,,
玄幻,《天地霸气诀》（校对版全本）作者：我丑到灵魂深处,47,15,http://www.zxcs.me/post/3455,,,,,,,,
玄幻,《斗神》（校对版全本）作者：么么,78,70,http://www.zxcs.me/post/3454,,,,,,,,
玄幻,《唐门高手在异世》（校对版全本）作者：莫默,204,16,http://www.zxcs.me/post/3452,,,,,,,,
玄幻,《张三丰异界游》（校对版全本）作者：写字板,130,46,http://www.zxcs.me/post/3451,,,,,,,,
玄幻,《深渊骑士》（校对版全本）作者：万里云烟,140,13,http://www.zxcs.me/post/3449,,,,,,,,
玄幻,《掌御星辰》（校对版全本）作者： 猪三不,83,10,http://www.zxcs.me/post/3447,,,,,,,,
玄幻,《无上皇座》（校对版全本）作者：皇枫,66,19,http://www.zxcs.me/post/3444,,,,,,,,
玄幻,《武破九霄》（校对版全本）作者：花颜,101,28,http://www.zxcs.me/post/3441,,,,,,,,
玄幻,《通天武神》（校对版全本）作者：三俗青年,33,9,http://www.zxcs.me/post/8184,,,,,,,,
玄幻,《极品之风流》（校对版全本）作者：尘翔,21,14,http://www.zxcs.me/post/3401,,,,,,,,
玄幻,《神器铸造师》（校对版全本）作者：夏炎炎,46,7,http://www.zxcs.me/post/3396,,,,,,,,
玄幻,《无尽剑装》（校对版全本）作者：衣冠胜雪,87,20,http://www.zxcs.me/post/3395,,,,,,,,
玄幻,《黑暗裁决》（校对版全本）作者：胖熊猫,29,12,http://www.zxcs.me/post/3388,,,,,,,,
玄幻,《妖弓》（校对版全本）作者：明月夜色,58,8,http://www.zxcs.me/post/3385,,,,,,,,
玄幻,《战神变》（校对版全本）作者：小刀锋利,46,7,http://www.zxcs.me/post/3383,,,,,,,,
玄幻,《植祖》（校对版全本）作者：我就是龙,31,16,http://www.zxcs.me/post/3381,,,,,,,,
玄幻,《娘山108星少女》（校对版全本）作者：她酷的像冰,223,23,http://www.zxcs.me/post/3379,,,,,,,,
玄幻,《九天神魔变》（校对版全本）作者：花小西,29,11,http://www.zxcs.me/post/3376,,,,,,,,
玄幻,《葬神》（校对版全本）作者：属龙语,37,14,http://www.zxcs.me/post/4535,,,,,,,,
玄幻,《不朽神王》（校对版全本）作者：犁天,44,14,http://www.zxcs.me/post/3373,,,,,,,,
玄幻,《神座》（精校版全本）作者：皇甫奇,73,19,http://www.zxcs.me/post/3371,,,,,,,,
玄幻,《剑逆苍穹》（校对版全本）作者：EK巧克力,53,13,http://www.zxcs.me/post/3369,,,,,,,,
玄幻,《魔王奶爸》（校对版全本）作者： 盘古混沌,805,69,http://www.zxcs.me/post/3363,,,,,,,,
玄幻,《异世为僧》（校对版全本）作者：萧舒,122,24,http://www.zxcs.me/post/3362,,,,,,,,
玄幻,《异界之装备强化专家》（校对版全本）作者：茫茫云海,59,24,http://www.zxcs.me/post/3359,,,,,,,,
玄幻,《剑傲重生》（校对版全本）作者：蒙白,65,13,http://www.zxcs.me/post/3355,,,,,,,,
玄幻,《纨绔邪神》（校对版全本）作者：日上三竿,42,12,http://www.zxcs.me/post/3353,,,,,,,,
玄幻,《修魂记》（校对版全本）作者：贼公子,37,15,http://www.zxcs.me/post/3352,,,,,,,,
玄幻,《魂武双修》（校对版全本）作者：新闻工作者,44,41,http://www.zxcs.me/post/3351,,,,,,,,
玄幻,《天赋图腾》（校对版全本）作者：有时有点邪,40,19,http://www.zxcs.me/post/3348,,,,,,,,
玄幻,《魔幻舞曲》（校对版全本）作者：先飞,52,14,http://www.zxcs.me/post/3343,,,,,,,,
玄幻,《全职家丁》（校对版全本）作者：蓝领笑笑生,74,16,http://www.zxcs.me/post/3215,,,,,,,,
玄幻,《万界系统》（校对版全本）作者：弥煞,46,40,http://www.zxcs.me/post/3212,,,,,,,,
玄幻,《超级百宝囊》（校对版全本）作者：开心小帅,45,21,http://www.zxcs.me/post/3209,,,,,,,,
玄幻,《武碎玄天》（校对版全本）作者：浮沉,17,9,http://www.zxcs.me/post/3205,,,,,,,,
玄幻,《异界之无坚不摧》（校对版全本）作者：哀伤的鲍鱼,45,8,http://www.zxcs.me/post/3201,,,,,,,,
玄幻,《宠魅》（校对版全本）作者：鱼的天空,824,57,http://www.zxcs.me/post/3197,,,,,,,,
玄幻,《武临九霄》（校对版全本）作者：幺幺,35,15,http://www.zxcs.me/post/3194,,,,,,,,
玄幻,《赤血龙骑》（校对版全本）作者：虎牢,356,40,http://www.zxcs.me/post/3193,,,,,,,,
玄幻,《兽神》（校对版全本）作者：雨魔,48,10,http://www.zxcs.me/post/3182,,,,,,,,
玄幻,《盘龙》（校对版全本）作者：我吃西红柿,709,63,http://www.zxcs.me/post/3167,,,,,,,,
玄幻,《武法无天》（校对版全本）作者：乾拾,38,22,http://www.zxcs.me/post/3163,,,,,,,,
玄幻,《王牌法神》（校对版全本）作者：吉风冰,46,9,http://www.zxcs.me/post/3159,,,,,,,,
玄幻,《全能炼金师》（校对版全本）作者：缘分0,208,10,http://www.zxcs.me/post/3155,,,,,,,,
玄幻,《历史的尘埃(死灵法师的仆人)》（校对版全本）作者：知秋,300,11,http://www.zxcs.me/post/3150,,,,,,,,
玄幻,《异界练级狂人》（校对版全本）作者：无此浪人,20,7,http://www.zxcs.me/post/3149,,,,,,,,
玄幻,《蛮荒神话》（校对版全本）作者：曲世兄,20,7,http://www.zxcs.me/post/3137,,,,,,,,
玄幻,《异界狂仙》（校对版全本）作者：抢劫牛,18,12,http://www.zxcs.me/post/3132,,,,,,,,
玄幻,《百变销魂》（校对版全本）作者：二十四桥明月夜,107,14,http://www.zxcs.me/post/3124,,,,,,,,
玄幻,《血宝狂歌》（校对版全本）作者：圆太极,27,5,http://www.zxcs.me/post/3123,,,,,,,,
玄幻,《悍将》（校对版全本）作者：叁拾伍,24,3,http://www.zxcs.me/post/3122,,,,,,,,
玄幻,《白银之歌》（校对版全本）作者：罗森,77,8,http://www.zxcs.me/post/3117,,,,,,,,
玄幻,《红色风暴之侵掠者》（校对版全本）作者： 小脚儿,22,9,http://www.zxcs.me/post/3110,,,,,,,,
玄幻,《长生谣》（校对版全本）作者：悠悠帝皇,34,13,http://www.zxcs.me/post/3107,,,,,,,,
玄幻,《边缘》（校对版全本）作者：无境界,52,9,http://www.zxcs.me/post/3095,,,,,,,,
玄幻,《期待冒险》（校对版全本）作者：七夜茶,25,5,http://www.zxcs.me/post/3092,,,,,,,,
玄幻,《我是大法师》（校对版全本）作者：网络骑士,68,23,http://www.zxcs.me/post/3091,,,,,,,,
玄幻,《暴力法神》（校对版全本）作者：迷蒙的行者,21,10,http://www.zxcs.me/post/3080,,,,,,,,
玄幻,《异世魔医》（校对版全本）作者：杨丁,17,7,http://www.zxcs.me/post/3063,,,,,,,,
玄幻,《篡命铜钱》（校对版全本）作者：水平面,43,19,http://www.zxcs.me/post/3034,,,,,,,,
玄幻,《无上天兵》（校对版全本）作者：叶梦,37,6,http://www.zxcs.me/post/3026,,,,,,,,
玄幻,《最强客卿》（校对版全本）作者：竹管,32,17,http://www.zxcs.me/post/3017,,,,,,,,
玄幻,《勇者家园》（校对版全本）作者：懒狮子,52,9,http://www.zxcs.me/post/4529,,,,,,,,
玄幻,《七界第一仙》（校对版全本）作者：流牙,50,10,http://www.zxcs.me/post/3005,,,,,,,,
玄幻,《帝道至尊》（校对版全本）作者：凌乱的小道,85,27,http://www.zxcs.me/post/3001,,,,,,,,
玄幻,《逆苍天》（校对版全本）作者：痞子老妖,26,10,http://www.zxcs.me/post/4343,,,,,,,,
玄幻,《魔卡异世界》（校对版全本）作者：蛊真人,34,25,http://www.zxcs.me/post/2973,,,,,,,,
玄幻,《洪荒天子(轩辕绝)》（校对版全本）作者：龙人,44,10,http://www.zxcs.me/post/2876,,,,,,,,
玄幻,《御兽修仙》（校对版全本）作者：莫默,49,9,http://www.zxcs.me/post/2866,,,,,,,,
玄幻,《龙破苍穹》（校对版全本）作者：血友人生,26,11,http://www.zxcs.me/post/2851,,,,,,,,
玄幻,《武神海啸》（校对版全本）作者：十二龙骑,31,10,http://www.zxcs.me/post/2843,,,,,,,,
玄幻,《太玄焚天》（校对版全本）作者：无断,27,15,http://www.zxcs.me/post/2840,,,,,,,,
玄幻,《无恶不作》（校对版全本）作者：蜂巢蛹动,29,16,http://www.zxcs.me/post/2839,,,,,,,,
玄幻,《修罗战神》（校对版全本）作者：善良的蜜蜂,73,20,http://www.zxcs.me/post/2838,,,,,,,,
玄幻,《九色元婴》（校对版全本）作者：骑着蜗牛去旅行,66,26,http://www.zxcs.me/post/2835,,,,,,,,
玄幻,《圣皇》（校对版全本）作者：枫落忆痕,87,26,http://www.zxcs.me/post/2834,,,,,,,,
玄幻,《剑葬神灵》（校对版全本）作者：铁手追命,22,13,http://www.zxcs.me/post/2828,,,,,,,,
玄幻,《魔尊》（校对版全本）作者：无渊,34,7,http://www.zxcs.me/post/2827,,,,,,,,
玄幻,《武敌天下》（校对版全本）作者：战袍染血,38,7,http://www.zxcs.me/post/2825,,,,,,,,
玄幻,《九转神魔》（校对版全本）作者：忘情至尊,27,6,http://www.zxcs.me/post/2824,,,,,,,,
玄幻,《神魂召唤师》（校对版全本）作者：极品石头,39,12,http://www.zxcs.me/post/2819,,,,,,,,
玄幻,《异世之封印人生》（校对版全本）作者：无断,26,8,http://www.zxcs.me/post/2815,,,,,,,,
玄幻,《风流神君》（校对版全本）作者：攻书,26,10,http://www.zxcs.me/post/2808,,,,,,,,
玄幻,《暗夜君王》（校对版全本）作者：拂晓晨星,67,15,http://www.zxcs.me/post/2803,,,,,,,,
